Date,Open,High,Low,Close,Volume,Market Cap
2021-12-31,15.925000190734863,16.489999771118164,15.739999771118164,15.8100004196167,30662800,
2021-12-30,14.505000114440918,16.350000381469727,14.5,15.949999809265137,41348700,
2021-12-29,14.831000328063965,14.833000183105469,14.180000305175781,14.470000267028809,20899600,
2021-12-28,15.279999732971191,15.489999771118164,14.670000076293945,14.850000381469727,24049700,
2021-12-27,15.109999656677246,15.489999771118164,14.850000381469727,15.390000343322754,19826700,
2021-12-23,14.980999946594238,15.1899995803833,14.729999542236328,15.09000015258789,19824000,
2021-12-22,14.859999656677246,15.369999885559082,14.729999542236328,14.989999771118164,24332100,
2021-12-21,14.869999885559082,15.170000076293945,14.720000267028809,14.970000267028809,27695600,
2021-12-20,14.479999542236328,15.210000038146973,14.279999732971191,14.59000015258789,31658600,
2021-12-17,14.079999923706055,14.770000457763672,13.65999984741211,14.649999618530273,44289600,
2021-12-16,15.355999946594238,15.4399995803833,14.180000305175781,14.270000457763672,43018000,
2021-12-15,14.4399995803833,15.279999732971191,14.029999732971191,15.15999984741211,33540400,
2021-12-14,14.270000457763672,14.720000267028809,14.15999984741211,14.479999542236328,26707800,
2021-12-13,14.890000343322754,15.25,14.020000457763672,14.579999923706055,40507500,
2021-12-10,15.789999961853027,15.869999885559082,14.869999885559082,15.010000228881836,41112000,
2021-12-09,16.65999984741211,16.90999984741211,15.550000190734863,15.65999984741211,32398900,
2021-12-08,16.790000915527344,17.165000915527344,16.25,16.940000534057617,25262600,
2021-12-07,16.139999389648438,16.719999313354492,16.1200008392334,16.6200008392334,30846600,
2021-12-06,15.0600004196167,15.84000015258789,14.5,15.720000267028809,34134800,
2021-12-03,16.43000030517578,16.440000534057617,14.619999885559082,15.1899995803833,64237600,
2021-12-02,16.40999984741211,16.625,15.960000038146973,16.43000030517578,27033800,
2021-12-01,17.41200065612793,17.90999984741211,16.229999542236328,16.389999389648438,34471500,
