Date,Open,High,Low,Close,Volume,Market Cap
2021-12-31,4.829999923706055,5.070000171661377,4.760000228881836,4.909999847412109,2990500,
2021-12-30,4.610000133514404,5.144999980926514,4.579999923706055,4.940000057220459,8089400,
2021-12-29,4.78000020980835,4.78000020980835,4.5,4.5,3471500,
2021-12-28,4.940000057220459,4.980000019073486,4.704999923706055,4.789999961853027,2539700,
2021-12-27,4.954999923706055,5.269999980926514,4.861000061035156,4.909999847412109,4421000,
2021-12-23,4.809999942779541,4.954999923706055,4.659999847412109,4.900000095367432,2947500,
2021-12-22,4.940000057220459,5.090000152587891,4.760000228881836,4.800000190734863,2618300,
2021-12-21,4.880000114440918,5.039999961853027,4.849999904632568,4.96999979019165,3989300,
2021-12-20,4.699999809265137,4.945000171661377,4.650000095367432,4.820000171661377,3906300,
2021-12-17,4.159999847412109,5.079999923706055,4.159999847412109,4.949999809265137,15047900,
2021-12-16,5.349999904632568,5.349999904632568,4.829999923706055,4.869999885559082,5672900,
2021-12-15,5.309999942779541,5.360000133514404,5.039999961853027,5.309999942779541,3034000,
2021-12-14,5.307000160217285,5.579999923706055,5.300000190734863,5.369999885559082,2836800,
2021-12-13,5.71999979019165,5.739999771118164,5.380000114440918,5.429999828338623,2179700,
2021-12-10,5.929999828338623,6.039999961853027,5.710000038146973,5.769999980926514,2799200,
2021-12-09,6.019999980926514,6.275000095367432,5.815000057220459,5.829999923706055,2603500,
2021-12-08,5.900000095367432,6.320000171661377,5.71999979019165,6.110000133514404,4555900,
2021-12-07,6.019999980926514,6.130000114440918,5.800000190734863,6.03000020980835,5695400,
2021-12-06,5.377999782562256,5.880000114440918,5.260000228881836,5.869999885559082,6893800,
2021-12-03,4.900000095367432,5.639999866485596,4.625,5.570000171661377,14124500,
2021-12-02,5.440000057220459,5.574999809265137,5.079999923706055,5.28000020980835,7178800,
2021-12-01,5.980000019073486,6.054999828338623,5.349999904632568,5.480000019073486,6827600,
2021-11-30,6.123000144958496,6.179999828338623,5.559999942779541,6.039999961853027,14336000,
2021-11-29,6.019999980926514,6.114999771118164,5.809999942779541,6.070000171661377,6003600,
2021-11-26,6.099999904632568,6.25,5.840000152587891,5.909999847412109,4854100,
2021-11-24,6.360000133514404,6.449999809265137,6.079999923706055,6.400000095367432,4432500,
2021-11-23,6.25,6.460000038146973,5.96999979019165,6.380000114440918,6722600,
2021-11-22,6.590000152587891,6.670000076293945,6.025000095367432,6.25,7520200,
2021-11-19,6.650000095367432,6.791999816894531,6.494999885559082,6.519999980926514,3372100,
2021-11-18,6.809999942779541,6.889999866485596,6.510000228881836,6.579999923706055,4258300,
2021-11-17,7.260000228881836,7.300000190734863,6.800000190734863,6.860000133514404,5589900,
