Date,Open,High,Low,Close,Volume,Market Cap
2021-12-31,121.2300033569336,122.91000366210938,118.58999633789062,118.79000091552734,24253500,
2021-12-30,112.62999725341797,124.30000305175781,112.30000305175781,122.98999786376953,45437100,
2021-12-29,113.80000305175781,114.19999694824219,110.37999725341797,112.08999633789062,21100500,
2021-12-28,116.26000213623047,116.41999816894531,114.47000122070312,114.80000305175781,17052100,
2021-12-27,117.80000305175781,121.80000305175781,116.10199737548828,116.58999633789062,17864400,
2021-12-23,116.80000305175781,119.58999633789062,115.38999938964844,118.66000366210938,17563300,
2021-12-22,117.08999633789062,118.66000366210938,115.1500015258789,117.80999755859375,24502000,
2021-12-21,116.8499984741211,122.9800033569336,116.5999984741211,122.9800033569336,18036300,
2021-12-20,118.5,118.83000183105469,113.69499969482422,115.0,23970500,
2021-12-17,119.48999786376953,122.87000274658203,117.80999755859375,122.0999984741211,19631200,
2021-12-16,122.31999969482422,125.69000244140625,118.9000015258789,120.25,22533400,
2021-12-15,122.62999725341797,123.58999633789062,117.7699966430664,122.47000122070312,24893500,
2021-12-14,120.93000030517578,127.6500015258789,120.30000305175781,126.58000183105469,17691500,
2021-12-13,123.0,123.25,119.75,122.23999786376953,15820500,
2021-12-10,123.22000122070312,125.20999908447266,122.77999877929688,125.05999755859375,14990400,
2021-12-09,124.62999725341797,127.76000213623047,123.21199798583984,123.91000366210938,23499300,
2021-12-08,123.20999908447266,126.97000122070312,121.31999969482422,125.08000183105469,22275000,
2021-12-07,129.3000030517578,129.4499969482422,123.45999908447266,125.54000091552734,38542800,
2021-12-06,113.63999938964844,123.81999969482422,113.43000030517578,123.5999984741211,43111400,
2021-12-03,118.0,118.19000244140625,108.69999694824219,111.95999908447266,70207300,
2021-12-02,123.0199966430664,125.0,119.33999633789062,122.0,34478600,
2021-12-01,128.3699951171875,129.15499877929688,121.9000015258789,122.48999786376953,29203800,
2021-11-30,129.9010009765625,131.32000732421875,126.12999725341797,127.52999877929688,32625400,
2021-11-29,134.25,134.5500030517578,130.5500030517578,131.61000061035156,18648900,
2021-11-26,132.92999267578125,133.97999572753906,131.22000122070312,133.35000610351562,14814900,
2021-11-24,133.10000610351562,136.75999450683594,131.22000122070312,136.52000427246094,20010400,
2021-11-23,136.03199768066406,136.85000610351562,133.30999755859375,133.66000366210938,24102900,
2021-11-22,139.89999389648438,140.6999969482422,135.2100067138672,136.6199951171875,26390400,
2021-11-19,143.0399932861328,145.05999755859375,140.0,140.33999633789062,28575700,
2021-11-18,146.91000366210938,148.5,141.88999938964844,143.60000610351562,61571500,
2021-11-17,168.02000427246094,168.3000030517578,161.13499450683594,161.5800018310547,18829500,
2021-11-16,168.60000610351562,169.94000244140625,166.6699981689453,168.42999267578125,11887500,
2021-11-15,167.22000122070312,168.4600067138672,165.6699981689453,166.5399932861328,9655700,
2021-11-12,165.1739959716797,167.8000030517578,163.39999389648438,166.80999755859375,13728200,
2021-11-11,166.55999755859375,169.6300048828125,166.55999755859375,167.85000610351562,16747500,
2021-11-10,163.67999267578125,166.47999572753906,161.82000732421875,163.97000122070312,17216800,
2021-11-09,162.16000366210938,164.47999572753906,159.5399932861328,160.19000244140625,14010100,
2021-11-08,161.76499938964844,162.16000366210938,159.47999572753906,162.16000366210938,16223100,
2021-11-05,164.7949981689453,164.7949981689453,158.3000030517578,158.72999572753906,22063600,
2021-11-04,169.27999877929688,169.94000244140625,164.5,164.7899932861328,16669200,
2021-11-03,165.36000061035156,166.64999389648438,163.11000061035156,166.24000549316406,13569700,
2021-11-02,167.10000610351562,167.10000610351562,162.75999450683594,162.89999389648438,19072900,
2021-11-01,165.83999633789062,171.89500427246094,165.8000030517578,170.1699981689453,17609500,
2021-10-29,167.07000732421875,168.55999755859375,162.72000122070312,164.94000244140625,17155400,
2021-10-28,168.49000549316406,170.35000610351562,166.77000427246094,169.7899932861328,12440100,
2021-10-27,167.52999877929688,172.4499969482422,167.33999633789062,169.22999572753906,11801800,
2021-10-26,174.47999572753906,174.89999389648438,167.47999572753906,169.99000549316406,17577000,
2021-10-25,177.86000061035156,178.27999877929688,173.8300018310547,176.1699981689453,13119700,
2021-10-22,179.0800018310547,182.08999633789062,175.80999755859375,177.6999969482422,20807300,
2021-10-21,177.0,179.77999877929688,176.7100067138672,177.4199981689453,16444000,
2021-10-20,180.9499969482422,182.08999633789062,176.1300048828125,177.17999267578125,33714400,
2021-10-19,170.60000610351562,177.44000244140625,170.4499969482422,177.0,33538900,
2021-10-18,166.5800018310547,169.25,166.5800018310547,166.82000732421875,18945900,
2021-10-15,166.99000549316406,169.8000030517578,165.43499755859375,168.0,20747300,
2021-10-14,168.25999450683594,168.99000549316406,164.4600067138672,166.77999877929688,17403700,
2021-10-13,164.3800048828125,168.26499938964844,163.60000610351562,167.39999389648438,18595000,
2021-10-12,163.8249969482422,165.72999572753906,162.24000549316406,163.0,24512700,
2021-10-11,169.61000061035156,169.8000030517578,163.9499969482422,163.9499969482422,42193600,
2021-10-08,159.86000061035156,162.77999877929688,157.91000366210938,161.52000427246094,33427400,
2021-10-07,151.0500030517578,158.2899932861328,150.75,156.0,46035900,
2021-10-06,140.55999755859375,144.89199829101562,139.9600067138672,144.10000610351562,14875900,
2021-10-05,139.3800048828125,143.8300018310547,139.19000244140625,143.13999938964844,14032100,
2021-10-04,141.6999969482422,141.89999389648438,138.42999267578125,139.6300048828125,25218500,
2021-10-01,147.08999633789062,148.4499969482422,143.33999633789062,144.1999969482422,20211000,
2021-09-30,147.02999877929688,149.5800018310547,146.86399841308594,148.0500030517578,14291500,
2021-09-29,150.4600067138672,152.10000610351562,147.47999572753906,147.5800018310547,17361300,
2021-09-28,152.16000366210938,153.72999572753906,148.86000061035156,152.38999938964844,26299600,
2021-09-27,144.9199981689453,150.99000549316406,144.44000244140625,150.17999267578125,24287400,
2021-09-24,147.7100067138672,148.0,144.57000732421875,145.0800018310547,32067400,
2021-09-23,152.5800018310547,152.67999267578125,149.61000061035156,151.19000244140625,24707500,
2021-09-22,151.47000122070312,154.0,151.02000427246094,151.88999938964844,19832000,
2021-09-21,151.5800018310547,152.5800018310547,149.5709991455078,150.17999267578125,19494700,
2021-09-20,154.39999389648438,155.13999938964844,149.08999633789062,151.49000549316406,36177500,
2021-09-17,158.47999572753906,160.3800048828125,158.08999633789062,160.0500030517578,25489000,
2021-09-16,154.9199981689453,157.63900756835938,153.6699981689453,156.25999450683594,24358900,
2021-09-15,157.9499969482422,158.02999877929688,153.9199981689453,157.86000061035156,31796600,
2021-09-14,162.86000061035156,163.06900024414062,159.47999572753906,160.14999389648438,20925900,
2021-09-13,164.49000549316406,166.86199951171875,163.02000427246094,165.41000366210938,15458600,
2021-09-10,171.1999969482422,171.63999938964844,167.61000061035156,168.10000610351562,15050000,
2021-09-09,167.3000030517578,169.0399932861328,165.5800018310547,167.32000732421875,17295800,
2021-09-08,174.25,174.3699951171875,169.25999450683594,170.7100067138672,18993000,
2021-09-07,174.14999389648438,176.83999633789062,173.3699951171875,175.16000366210938,24608500,
2021-09-03,169.52499389648438,172.05999755859375,168.8800048828125,170.3000030517578,16423500,
2021-09-02,178.00999450683594,178.17999267578125,171.6699981689453,172.0,29302400,
2021-09-01,169.55999755859375,174.7899932861328,169.3300018310547,173.27999877929688,29550200,
2021-08-31,167.6999969482422,169.0,166.13999938964844,166.99000549316406,24629100,
2021-08-30,160.1699981689453,163.2899932861328,158.22999572753906,162.2899932861328,23769400,
