Date,Open,High,Low,Close,Volume,Market Cap
2021-12-31,42.5,45.43000030517578,41.790000915527344,43.29999923706055,7141800,
2021-12-30,38.36000061035156,43.689998626708984,38.36000061035156,43.02000045776367,6791100,
2021-12-29,40.119998931884766,40.3390007019043,37.900001525878906,38.08000183105469,4142200,
2021-12-28,44.02000045776367,44.16999816894531,40.189998626708984,40.54999923706055,4841800,
2021-12-27,41.79999923706055,45.83000183105469,41.779998779296875,43.47999954223633,6045600,
2021-12-23,40.29999923706055,42.040000915527344,39.75,40.900001525878906,2931200,
2021-12-22,41.38999938964844,43.0,39.61000061035156,39.869998931884766,4135400,
2021-12-21,39.68000030517578,42.459999084472656,38.599998474121094,42.41999816894531,4860200,
2021-12-20,37.54999923706055,39.779998779296875,35.70000076293945,38.630001068115234,6546600,
2021-12-17,34.33700180053711,40.45000076293945,34.11000061035156,39.08000183105469,15488000,
2021-12-16,41.2400016784668,41.68000030517578,36.869998931884766,37.34000015258789,6374600,
2021-12-15,41.27000045776367,41.279998779296875,38.459999084472656,40.84000015258789,4735200,
2021-12-14,41.16999816894531,43.939998626708984,40.70000076293945,41.54999923706055,3964700,
2021-12-13,43.0,43.599998474121094,41.59000015258789,41.70000076293945,3081600,
2021-12-10,45.68000030517578,46.900001525878906,43.630001068115234,43.95000076293945,3351300,
2021-12-09,46.04999923706055,49.20100021362305,45.060001373291016,45.22999954223633,6085300,
2021-12-08,42.52000045776367,48.13999938964844,41.29999923706055,46.189998626708984,6583900,
2021-12-07,45.25,46.369998931884766,43.29999923706055,43.65999984741211,5280300,
2021-12-06,39.2599983215332,43.209999084472656,38.04999923706055,43.099998474121094,9527100,
2021-12-03,38.91999816894531,41.099998474121094,35.4900016784668,39.18000030517578,11500300,
2021-12-02,42.41999816894531,43.43000030517578,39.54999923706055,41.290000915527344,7672900,
2021-12-01,48.029998779296875,48.20000076293945,43.43000030517578,43.939998626708984,5047800,
2021-11-30,49.84000015258789,50.0,47.25,47.4900016784668,4113900,
2021-11-29,50.099998474121094,50.650001525878906,48.29999923706055,50.4900016784668,3120400,
2021-11-26,51.529998779296875,52.880001068115234,48.099998474121094,49.72999954223633,5780900,
2021-11-24,54.31999969482422,56.470001220703125,51.20000076293945,54.45000076293945,5213900,
2021-11-23,55.40999984741211,56.70000076293945,52.409000396728516,54.310001373291016,4307800,
2021-11-22,55.33000183105469,57.290000915527344,53.119998931884766,55.119998931884766,3208000,
2021-11-19,56.47999954223633,56.84000015258789,54.25,54.599998474121094,2615000,
2021-11-18,56.0,57.79999923706055,54.79999923706055,55.29999923706055,2924500,
2021-11-17,61.189998626708984,62.25,56.86000061035156,57.29999923706055,3113500,
2021-11-16,62.70000076293945,64.55999755859375,60.66999816894531,60.97999954223633,3617400,
2021-11-15,59.5,62.849998474121094,58.099998474121094,61.2400016784668,4399400,
2021-11-12,59.380001068115234,59.70000076293945,57.2599983215332,58.08000183105469,3525300,
2021-11-11,57.79999923706055,61.16999816894531,57.0,59.560001373291016,4213700,
2021-11-10,54.689998626708984,58.33000183105469,53.900001525878906,55.959999084472656,4551500,
2021-11-09,55.220001220703125,56.095001220703125,53.689998626708984,54.7599983215332,2827900,
2021-11-08,56.369998931884766,57.25,54.099998474121094,55.41999816894531,5276500,
2021-11-05,56.84000015258789,58.689998626708984,55.130001068115234,56.4900016784668,4236200,
2021-11-04,61.5,62.38999938964844,57.029998779296875,57.779998779296875,5753200,
2021-11-03,59.9900016784668,63.25,58.20000076293945,59.849998474121094,11040700,
2021-11-02,56.29999923706055,57.45000076293945,53.04999923706055,55.5,5523800,
2021-11-01,54.5,58.38999938964844,53.20000076293945,58.31999969482422,7347900,
2021-10-29,56.66999816894531,58.61000061035156,51.369998931884766,53.52000045776367,12567000,
2021-10-28,50.262001037597656,58.7599983215332,50.099998474121094,58.470001220703125,31946600,
2021-10-27,66.02999877929688,69.02999877929688,65.62000274658203,67.0199966430664,4343300,
2021-10-26,74.0999984741211,74.44999694824219,66.5,67.56999969482422,8442800,
2021-10-25,71.66000366210938,73.7300033569336,68.62000274658203,73.51000213623047,5760000,
2021-10-22,73.11900329589844,74.9800033569336,71.31999969482422,71.80000305175781,6933600,
2021-10-21,66.12000274658203,73.87999725341797,66.04000091552734,72.44000244140625,12869600,
2021-10-20,68.0,68.63999938964844,64.5999984741211,66.95999908447266,10359900,
2021-10-19,65.90499877929688,69.87999725341797,65.58000183105469,66.5,15625100,
2021-10-18,59.2400016784668,66.11000061035156,58.20000076293945,63.97999954223633,26160700,
2021-10-15,71.70800018310547,73.16300201416016,62.689998626708984,63.72999954223633,26546500,
