,nine,ten,twelve,twentysix,thirty,fifty,sixty,onetwenty,macd,signal,macdHisto,twentyeightDayVol
120,111.88,111.74,111.51,110.4,110.21,109.49,109.14,107.32,1.1099999999999994,0.8214646230468036,0.28853537695319587,0.952
121,112.45,112.28,112.0,110.72,110.5,109.7,109.32,107.44,1.2800000000000011,0.9131716984374432,0.36682830156255797,0.947
122,112.91,112.73,112.42,111.02,110.77,109.9,109.5,107.56,1.4000000000000057,1.0105373587499558,0.3894626412500499,0.947
123,113.19,113.01,112.71,111.26,111.0,110.07,109.66,107.67,1.4499999999999886,1.0984298869999625,0.35157011300002616,0.931
124,114.63,114.35,113.89,111.94,111.61,110.47,110.01,107.88,1.9500000000000028,1.2687439095999706,0.6812560904000322,0.96
125,116.42,116.03,115.38,112.8,112.38,110.98,110.46,108.14,2.5799999999999983,1.5309951276799763,1.049004872320022,1.011
126,117.64,117.21,116.48,113.52,113.04,111.43,110.86,108.38,2.960000000000008,1.8167961021439827,1.1432038978560253,1.064
127,118.16,117.76,117.06,114.02,113.5,111.78,111.17,108.58,3.0400000000000063,2.0614368817151876,0.9785631182848187,1.046
128,118.57,118.21,117.55,114.48,113.93,112.11,111.47,108.77,3.069999999999993,2.263149505372149,0.8068504946278443,1.067
129,118.8,118.49,117.89,114.87,114.3,112.41,111.74,108.95,3.019999999999996,2.4145196042977184,0.6054803957022776,1.078
130,119.85,119.5,118.83,115.55,114.93,112.87,112.14,109.2,3.280000000000001,2.587615683438175,0.6923843165618262,1.087
131,120.78,120.41,119.7,116.21,115.55,113.33,112.55,109.45,3.490000000000009,2.768092546750542,0.7219074532494671,1.12
132,121.65,121.27,120.54,116.87,116.17,113.79,112.96,109.71,3.6700000000000017,2.948474037400434,0.7215259625995678,1.131
133,122.38,122.0,121.27,117.49,116.76,114.24,113.36,109.97,3.780000000000001,3.1147792299203476,0.6652207700796535,1.135
134,123.27,122.88,122.13,118.18,117.41,114.73,113.8,110.25,3.9499999999999886,3.2818233839362763,0.6681766160637124,1.148
135,124.26,123.85,123.07,118.92,118.11,115.26,114.27,110.55,4.1499999999999915,3.4554587071490195,0.694541292850972,1.154
136,125.01,124.61,123.83,119.59,118.75,115.76,114.72,110.84,4.239999999999995,3.6123669657192146,0.6276330342807803,1.135
137,125.46,125.09,124.35,120.16,119.3,116.21,115.13,111.11,4.189999999999998,3.7278935725753715,0.46210642742462626,1.141
138,125.45,125.15,124.51,120.55,119.69,116.57,115.47,111.35,3.960000000000008,3.7743148580602988,0.1856851419397092,1.123
139,124.97,124.77,124.28,120.73,119.91,116.82,115.72,111.54,3.549999999999997,3.729451886448239,-0.17945188644824173,1.122
140,124.49,124.37,124.01,120.86,120.08,117.04,115.94,111.72,3.1500000000000057,3.6135615091585924,-0.46356150915858674,1.137
141,123.75,123.72,123.52,120.86,120.13,117.19,116.1,111.87,2.6599999999999966,3.4228492073268733,-0.7628492073268767,1.149
142,123.48,123.48,123.34,120.97,120.28,117.39,116.31,112.04,2.3700000000000045,3.2122793658615,-0.8422793658614953,1.148
143,123.1,123.13,123.07,121.02,120.36,117.55,116.48,112.2,2.049999999999997,2.9798234926891993,-0.9298234926892022,1.133
144,122.44,122.52,122.56,120.93,120.32,117.64,116.59,112.33,1.6299999999999955,2.7098587941513586,-1.079858794151363,1.127
145,122.39,122.46,122.51,121.02,120.44,117.82,116.77,112.49,1.490000000000009,2.4658870353210887,-0.9758870353210796,1.132
146,122.42,122.47,122.51,121.13,120.57,118.0,116.96,112.66,1.3800000000000097,2.248709628256873,-0.8687096282568634,1.11
147,121.77,121.87,122.0,120.99,120.48,118.05,117.03,112.77,1.0100000000000051,2.0009677026054993,-0.9909677026054942,1.124
148,120.62,120.8,121.08,120.62,120.19,117.97,117.0,112.82,0.45999999999999375,1.6927741620843983,-1.2327741620844046,1.126
149,119.95,120.15,120.49,120.37,120.0,117.94,117.01,112.89,0.11999999999999034,1.3782193296675167,-1.2582193296675264,1.145
150,119.09,119.33,119.74,120.02,119.72,117.85,116.96,112.94,-0.28000000000000114,1.0465754637340132,-1.3265754637340144,1.146
151,118.61,118.85,119.27,119.77,119.53,117.8,116.95,113.0,-0.5,0.7372603709872106,-1.2372603709872108,1.145
152,118.06,118.31,118.75,119.48,119.29,117.72,116.91,113.05,-0.730000000000004,0.44380829678976774,-1.1738082967897716,1.115
153,117.95,118.17,118.56,119.33,119.18,117.71,116.93,113.12,-0.769999999999996,0.20104663743181497,-0.971046637431811,1.088
154,117.7,117.9,118.28,119.14,119.02,117.67,116.92,113.18,-0.8599999999999994,-0.011162690054547925,-0.8488373099454515,1.042
155,117.78,117.94,118.25,119.06,118.96,117.69,116.96,113.26,-0.8100000000000023,-0.17093015204363882,-0.6390698479563635,1.008
156,117.87,117.99,118.25,119.0,118.91,117.71,117.0,113.34,-0.75,-0.2867441216349111,-0.4632558783650889,0.988
