,nine,ten,twelve,twentysix,thirty,fifty,sixty,onetwenty,macd,signal,macdHisto,twentyeightDayVol
167,111.51,111.3,110.91,108.81,108.29,105.96,104.87,98.41,2.0999999999999943,1.8009377587312583,0.29906224126873604,0.343
168,112.03,111.81,111.4,109.2,108.66,106.28,105.17,98.67,2.200000000000003,1.8807502069850073,0.31924979301499556,0.357
169,113.0,112.74,112.25,109.77,109.19,106.7,105.55,98.97,2.480000000000004,2.000600165588007,0.4793998344119972,0.359
170,113.47,113.22,112.73,110.18,109.59,107.04,105.87,99.24,2.549999999999997,2.110480132470405,0.4395198675295924,0.382
171,113.69,113.47,113.01,110.51,109.91,107.34,106.16,99.49,2.5,2.188384105976324,0.3116158940236762,0.388
172,113.67,113.49,113.1,110.74,110.15,107.58,106.4,99.72,2.3599999999999994,2.222707284781059,0.1372927152189405,0.393
173,113.97,113.79,113.42,111.07,110.47,107.88,106.69,99.98,2.3500000000000085,2.248165827824849,0.10183417217515967,0.398
174,114.06,113.9,113.57,111.32,110.72,108.14,106.94,100.22,2.25,2.2485326622598794,0.0014673377401206444,0.398
175,114.65,114.47,114.1,111.74,111.13,108.49,107.27,100.5,2.3599999999999994,2.2708261298079035,0.08917387019209588,0.406
176,115.0,114.82,114.45,112.09,111.47,108.8,107.57,100.76,2.3599999999999994,2.288660903846323,0.07133909615367662,0.407
177,115.76,115.55,115.12,112.59,111.94,109.19,107.94,101.06,2.530000000000001,2.3369287230770586,0.19307127692294257,0.409
178,116.3,116.08,115.64,113.03,112.36,109.55,108.29,101.35,2.6099999999999994,2.3915429784616467,0.21845702153835278,0.404
179,116.39,116.2,115.81,113.3,112.64,109.83,108.57,101.6,2.510000000000005,2.4152343827693183,0.09476561723068677,0.402
180,116.59,116.42,116.05,113.6,112.95,110.13,108.86,101.86,2.450000000000003,2.4221875062154554,0.02781249378454742,0.404
181,116.72,116.57,116.23,113.87,113.23,110.41,109.13,102.11,2.3599999999999994,2.409750004972364,-0.0497500049723647,0.409
182,117.17,117.01,116.65,114.25,113.6,110.75,109.45,102.39,2.4000000000000057,2.4078000039778926,-0.007800003977886938,0.413
183,117.6,117.43,117.06,114.62,113.97,111.09,109.77,102.67,2.4399999999999977,2.4142400031823135,0.02575999681768426,0.421
184,117.64,117.49,117.17,114.85,114.22,111.35,110.03,102.92,2.3200000000000074,2.3953920025458526,-0.07539200254584522,0.434
185,117.59,117.47,117.2,115.04,114.42,111.59,110.27,103.16,2.1599999999999966,2.3483136020366815,-0.1883136020366849,0.434
186,117.53,117.44,117.22,115.21,114.61,111.81,110.5,103.39,2.010000000000005,2.280650881629346,-0.2706508816293409,0.433
187,117.49,117.42,117.23,115.37,114.78,112.03,110.72,103.62,1.8599999999999994,2.1965207053034765,-0.3365207053034771,0.434
188,117.56,117.49,117.32,115.55,114.98,112.26,110.95,103.85,1.769999999999996,2.1112165642427803,-0.34121656424278424,0.429
189,117.49,117.44,117.31,115.67,115.13,112.45,111.16,104.07,1.6400000000000006,2.0169732513942247,-0.3769732513942241,0.424
190,117.47,117.43,117.32,115.8,115.28,112.64,111.36,104.29,1.519999999999996,1.917578601115379,-0.397578601115383,0.42
191,117.67,117.62,117.5,116.0,115.49,112.87,111.59,104.52,1.5,1.8340628808923034,-0.3340628808923034,0.413
192,117.86,117.81,117.68,116.2,115.69,113.1,111.82,104.75,1.480000000000004,1.7632503047138437,-0.2832503047138397,0.409
193,118.21,118.14,117.98,116.45,115.94,113.36,112.08,105.0,1.5300000000000011,1.7166002437710752,-0.1866002437710741,0.403
194,119.15,119.0,118.74,116.93,116.39,113.73,112.43,105.3,1.809999999999988,1.735280195016858,0.07471980498313013,0.397
195,120.55,120.3,119.88,117.61,117.02,114.22,112.88,105.64,2.269999999999996,1.8422241560134858,0.42777584398651025,0.373
196,121.85,121.53,120.98,118.31,117.67,114.72,113.34,105.99,2.6700000000000017,2.007779324810789,0.6622206751892126,0.365
197,123.11,122.73,122.08,119.04,118.35,115.25,113.83,106.36,3.039999999999992,2.21422345984863,0.8257765401513621,0.369
198,123.88,123.5,122.83,119.63,118.91,115.71,114.26,106.7,3.200000000000003,2.4113787678789045,0.7886212321210984,0.354
199,124.5,124.13,123.47,120.17,119.43,116.15,114.68,107.04,3.299999999999997,2.589103014303123,0.7108969856968743,0.355
200,124.81,124.48,123.86,120.6,119.86,116.54,115.05,107.35,3.260000000000005,2.7232824114424994,0.5367175885575057,0.353
201,125.09,124.79,124.22,121.02,120.27,116.92,115.42,107.66,3.200000000000003,2.8186259291540003,0.3813740708460025,0.349
202,125.54,125.26,124.7,121.49,120.73,117.33,115.81,107.99,3.210000000000008,2.896900743323202,0.3130992566768058,0.356
203,126.05,125.78,125.22,121.98,121.21,117.75,116.21,108.32,3.239999999999995,2.965520594658561,0.27447940534143367,0.353
204,126.24,126.0,125.49,122.35,121.58,118.11,116.56,108.63,3.1400000000000006,3.000416475726849,0.13958352427315157,0.357
205,126.26,126.06,125.62,122.64,121.89,118.43,116.88,108.92,2.980000000000004,2.9963331805814803,-0.01633318058147637,0.357
206,126.1,125.95,125.6,122.85,122.12,118.71,117.16,109.19,2.75,2.9470665444651845,-0.19706654446518446,0.355
207,125.66,125.58,125.34,122.93,122.24,118.91,117.38,109.43,2.4099999999999966,2.839653235572147,-0.4296532355721503,0.355
208,124.29,124.35,124.33,122.62,122.02,118.91,117.43,109.58,1.7099999999999937,2.6137225884577164,-0.9037225884577227,0.355
209,123.74,123.84,123.9,122.54,121.99,119.01,117.57,109.78,1.3599999999999994,2.362978070766173,-1.0029780707661735,0.355
210,123.03,123.17,123.33,122.36,121.87,119.06,117.66,109.95,0.9699999999999989,2.0843824566129383,-1.1143824566129394,0.355
211,122.59,122.74,122.95,122.25,121.8,119.13,117.76,110.13,0.7000000000000028,1.8075059652903513,-1.1075059652903485,0.352
